kegg_code	genome_code	organism_name
mba	T00271	Methanosarcina_barkeri
mma	T00082	Methanosarcina_mazei_Go1
mmaz	T02477	Methanosarcina_mazei_Tuc01
mbu	T00341	Methanococcoides_burtonii
mmh	T01211	Methanohalophilus_mahii
mev	T01261	Methanohalobium_evestigatum
mzh	T01541	Methanosalsum_zhilinae
mpy	T02280	Methanolobus_psychrophilus
mhz	T02418	Methanomethylovorans_hollandica
mtp	T00417	Methanosaeta_thermophila
mcj	T01468	Methanosaeta_concilii
mhi	T01990	Methanosaeta_harundinacea
mhu	T00325	Methanospirillum_hungatei
mla	T00472	Methanocorpusculum_labreanum
mem	T00477	Methanoculleus_marisnigri
mbg	T02189	Methanoculleus_bourgensis
mpi	T01312	Methanoplanus_petrolearius
mbn	T00578	Methanoregula_boonei
mfo	T02392	Methanoregula_formicicum
mpl	T00823	Candidatus_Methanosphaerula_palustris
mpd	T01142	Methanocella_paludicola
mez	T01774	Methanocella_conradii_HZ254
rci	T00526	Methanocella_arvoryzae
mer	T02692	Methanomassiliicoccus_sp._Mx1-Issoire
mth	T00009	Methanothermobacter_thermautotrophicus
mmg	T01297	Methanothermobacter_marburgensis
mst	T00313	Methanosphaera_stadtmanae
msi	T00539	Methanobrevibacter_smithii_ATCC_35061
mru	T01166	Methanobrevibacter_ruminantium
meb	T02687	Methanobrevibacter_sp._AbM4
mel	T01437	Methanobacterium_sp._AL-21
mew	T01509	Methanobacterium_sp._SWAN-1
mfv	T01351	Methanothermus_fervidus
mka	T00078	Methanopyrus_kandleri
afu	T00011	Archaeoglobus_fulgidus
apo	T01152	Archaeoglobus_profundus
ave	T01451	Archaeoglobus_veneficus
ast	T02642	Archaeoglobus_sulfaticallidus
fpl	T01172	Ferroglobus_placidus
hal	T00038	Halobacterium_sp._NRC-1
hsl	T00662	Halobacterium_salinarum_R1
hma	T00211	Haloarcula_marismortui
hhi	T01597	Haloarcula_hispanica
hwa	T00375	Haloquadratum_walsbyi_DSM_16790
hwc	T01942	Haloquadratum_walsbyi_C23
nph	T00279	Natronomonas_pharaonis
nmo	T02478	Natronomonas_moolapensis
hla	T00856	Halorubrum_lacusprofundi
hut	T00971	Halorhabdus_utahensis
hti	T02781	Halorhabdus_tiamatea
hmu	T00982	Halomicrobium_mukohataei
htu	T01154	Haloterrigena_turkmenica
nmg	T01176	Natrialba_magadii
hvo	T01200	Haloferax_volcanii
hme	T02129	Haloferax_mediterranei
hje	T01271	Halalkalicoccus_jeotgali
hbo	T01359	Halogeometricum_borinquense
hxa	T01532	Halopiger_xanaduensis
nat	T02184	Natrinema_sp._J7-2
npe	T02425	Natrinema_pellirubrum
nge	T02383	Natronobacterium_gregoryi
hru	T02402	Halovivax_ruber
nou	T02426	Natronococcus_occultus
sali	T02693	Salinarchaeum_sp._Harcht-Bsk1
tac	T00037	Thermoplasma_acidophilum
tvo	T00042	Thermoplasma_volcanium
pto	T00177	Picrophilus_torridus
fac	T02713	Ferroplasma_acidarmanus
tar	T02532	Thermoplasmatales_archaeon_BRNA1
pho	T00014	Pyrococcus_horikoshii
pab	T00024	Pyrococcus_abyssi
pfu	T00075	Pyrococcus_furiosus_DSM_3638
pfi	T02183	Pyrococcus_furiosus_COM1
pyn	T01487	Pyrococcus_sp._NA2
pya	T01543	Pyrococcus_yayanosii
pys	T02124	Pyrococcus_sp._ST04
tko	T00226	Thermococcus_kodakarensis
ton	T00789	Thermococcus_onnurineus
tga	T00920	Thermococcus_gammatolerans
tsi	T00928	Thermococcus_sibiricus
tba	T01377	Thermococcus_barophilus
the	T01588	Thermococcus_sp._4557
tha	T01638	Thermococcus_sp._AM4
thm	T02169	Thermococcus_sp._CL1
tlt	T02800	Thermococcus_litoralis
abi	T01180	Aciduliprofundum_boonei
acf	T02396	Aciduliprofundum_sp._MAR08-339
max	T02624	Candidatus_Methanomethylophilus_alvus
ape	T00023	Aeropyrum_pernix
acj	T02858	Aeropyrum_camini
smr	T00485	Staphylothermus_marinus
shc	T01249	Staphylothermus_hellenicus
iho	T00587	Ignicoccus_hospitalis
dka	T00817	Desulfurococcus_kamchatkensis
dmu	T01406	Desulfurococcus_mucosus
dfd	T02136	Desulfurococcus_fermentans
tag	T01237	Thermosphaera_aggregans
iag	T01307	Ignisphaera_aggregans
thg	T02127	Thermogladius_cellulolyticus_1633
hbu	T00468	Hyperthermus_butylicus
pfm	T01620	Pyrolobus_fumarii
sso	T00054	Sulfolobus_solfataricus_P2
sol	T02126	Sulfolobus_solfataricus_98/2
sto	T00062	Sulfolobus_tokodaii
sai	T00251	Sulfolobus_acidocaldarius_DSM_639
sacn	T02452	Sulfolobus_acidocaldarius_N8
sacr	T02453	Sulfolobus_acidocaldarius_Ron12/I
sis	T00889	Sulfolobus_islandicus_L.S.2.15
sia	T00890	Sulfolobus_islandicus_M.14.25
sim	T00900	Sulfolobus_islandicus_M.16.27
sid	T00906	Sulfolobus_islandicus_M.16.4
siy	T00901	Sulfolobus_islandicus_Y.G.57.14
sin	T00902	Sulfolobus_islandicus_Y.N.15.51
sii	T01158	Sulfolobus_islandicus_L.D.8.5
sih	T01952	Sulfolobus_islandicus_HVE10/4
sir	T01953	Sulfolobus_islandicus_REY15A
sic	T02620	Sulfolobus_islandicus_LAL14/1
mse	T00509	Metallosphaera_sedula
mcn	T01467	Metallosphaera_cuprina
aho	T01493	Acidianus_hospitalis
pai	T00073	Pyrobaculum_aerophilum
pis	T00444	Pyrobaculum_islandicum
pcl	T00483	Pyrobaculum_calidifontis
pas	T00503	Pyrobaculum_arsenaticum
pyr	T01670	Pyrobaculum_sp._1860
pog	T01735	Pyrobaculum_oguniense
tne	T00682	Pyrobaculum_neutrophilum
cma	T00611	Caldivirga_maquilingensis
tuz	T01460	Thermoproteus_uzoniensis
ttn	T01641	Thermoproteus_tenax
vdi	T01313	Vulcanisaeta_distributa
vmo	T01440	Vulcanisaeta_moutnovskia
tpe	T00446	Thermofilum_pendens
thb	T02802	Thermofilum_sp._1910b
asc	T01283	Acidilobus_saccharovorans
clg	T02380	Caldisphaera_lagunensis
ffo	T01936	Fervidicoccus_fontis
nmr	T00626	Nitrosopumilus_maritimus
nir	T02303	Candidatus_Nitrosopumilus_sp._AR2
nkr	T02304	Candidatus_Nitrosopumilus_koreensis
csy	T01380	Cenarchaeum_symbiosum_A
nga	T02305	Candidatus_Nitrososphaera_gargensis
neq	T00152	Nanoarchaeum_equitans
kcr	T00668	Candidatus_Korarchaeum_cryptofilum
hah	T01603	Halophilic_archaeon
