ko	pathways
K04658	TGF-beta_signaling_pathway:Signal_transduction
K04659	Phagosome:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Focal_adhesion:Cell_communication|ECM-receptor_interaction:Signaling_molecules_and_interaction
K04660	TGF-beta_signaling_pathway:Signal_transduction
K04661	TGF-beta_signaling_pathway:Signal_transduction
K04662	Hedgehog_signaling_pathway:Signal_transduction|TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K04663	TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K04664	TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K04665	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K04666	TGF-beta_signaling_pathway:Signal_transduction
K04667	TGF-beta_signaling_pathway:Signal_transduction
K04668	TGF-beta_signaling_pathway:Signal_transduction
K04676	TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction|Hippo_signaling_pathway_-_fly:Signal_transduction
K04677	Endocytosis:Transport_and_catabolism|TGF-beta_signaling_pathway:Signal_transduction
K04679	Endocytosis:Transport_and_catabolism|TGF-beta_signaling_pathway:Signal_transduction
K04680	Rap1_signaling_pathway:Signal_transduction|TGF-beta_signaling_pathway:Signal_transduction|Hippo_signaling_pathway:Signal_transduction
K04681	Cell_cycle:Cell_growth_and_death|TGF-beta_signaling_pathway:Signal_transduction
K04682	Cell_cycle:Cell_growth_and_death|TGF-beta_signaling_pathway:Signal_transduction
K04683	Cell_cycle:Cell_growth_and_death|TGF-beta_signaling_pathway:Signal_transduction
K04684	TGF-beta_signaling_pathway:Signal_transduction
K04685	Cell_cycle:Cell_growth_and_death|TGF-beta_signaling_pathway:Signal_transduction
K04686	TGF-beta_signaling_pathway:Signal_transduction
K04687	Proteasome:Folding,_sorting_and_degradation|Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|HIF-1_signaling_pathway:Signal_transduction|Regulation_of_autophagy:Transport_and_catabolism|TGF-beta_signaling_pathway:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K04690	Wnt_signaling_pathway:Signal_transduction
K04692	HIF-1_signaling_pathway:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K04693	Jak-STAT_signaling_pathway:Signal_transduction
K04694	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Jak-STAT_signaling_pathway:Signal_transduction
K04695	Jak-STAT_signaling_pathway:Signal_transduction
K04696	Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Jak-STAT_signaling_pathway:Signal_transduction|TNF_signaling_pathway:Signal_transduction
K04697	Jak-STAT_signaling_pathway:Signal_transduction
K04698	Jak-STAT_signaling_pathway:Signal_transduction
K04699	Jak-STAT_signaling_pathway:Signal_transduction
K04700	Jak-STAT_signaling_pathway:Signal_transduction
K04701	Jak-STAT_signaling_pathway:Signal_transduction
K04703	Jak-STAT_signaling_pathway:Signal_transduction
K04704	Jak-STAT_signaling_pathway:Signal_transduction
K04705	Endocytosis:Transport_and_catabolism|Jak-STAT_signaling_pathway:Signal_transduction
K04721	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Apoptosis:Cell_growth_and_death
K04722	Apoptosis:Cell_growth_and_death
K04723	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Apoptosis:Cell_growth_and_death
K04724	NF-kappa_B_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
K04725	NF-kappa_B_signaling_pathway:Signal_transduction|Ubiquitin_mediated_proteolysis:Folding,_sorting_and_degradation|Apoptosis:Cell_growth_and_death|Focal_adhesion:Cell_communication
K04726	p53_signaling_pathway:Cell_growth_and_death|Apoptosis:Cell_growth_and_death
K04729	NF-kappa_B_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death
K04734	NF-kappa_B_signaling_pathway:Signal_transduction|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
K04735	MAPK_signaling_pathway:Signal_transduction|Ras_signaling_pathway:Signal_transduction|NF-kappa_B_signaling_pathway:Signal_transduction|HIF-1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Apoptosis:Cell_growth_and_death|TNF_signaling_pathway:Signal_transduction
K04736	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Apoptosis:Cell_growth_and_death|Jak-STAT_signaling_pathway:Signal_transduction
K04737	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Apoptosis:Cell_growth_and_death|Jak-STAT_signaling_pathway:Signal_transduction
K04738	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Apoptosis:Cell_growth_and_death|Jak-STAT_signaling_pathway:Signal_transduction
K04739	Apoptosis:Cell_growth_and_death
K04751	Two-component_system:Signal_transduction
K04778	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04780	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04784	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04785	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04786	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04788	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04789	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04790	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04791	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04792	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04793	Biosynthesis_of_siderophore_group_nonribosomal_peptides:Metabolism_of_terpenoids_and_polyketides
K04802	DNA_replication:Replication_and_repair|Base_excision_repair:Replication_and_repair|Nucleotide_excision_repair:Replication_and_repair|Mismatch_repair:Replication_and_repair|Cell_cycle:Cell_growth_and_death
K04803	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04804	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04805	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04806	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04807	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04808	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04809	Calcium_signaling_pathway:Signal_transduction|Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04810	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04811	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04812	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04813	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04814	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04815	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04816	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04817	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04818	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K04849	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction
K04850	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K04851	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation|Carbohydrate_digestion_and_absorption:Digestive_system
K04852	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction
K04853	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction
K04854	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K04855	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K04856	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K04857	MAPK_signaling_pathway:Signal_transduction|Calcium_signaling_pathway:Signal_transduction
K04858	MAPK_signaling_pathway:Signal_transduction
K04859	MAPK_signaling_pathway:Signal_transduction
K04860	MAPK_signaling_pathway:Signal_transduction
K04861	MAPK_signaling_pathway:Signal_transduction
K04862	MAPK_signaling_pathway:Signal_transduction
K04863	MAPK_signaling_pathway:Signal_transduction
K04864	MAPK_signaling_pathway:Signal_transduction
K04865	MAPK_signaling_pathway:Signal_transduction
K04866	MAPK_signaling_pathway:Signal_transduction
K04867	MAPK_signaling_pathway:Signal_transduction
K04868	MAPK_signaling_pathway:Signal_transduction
K04869	MAPK_signaling_pathway:Signal_transduction
K04870	MAPK_signaling_pathway:Signal_transduction
K04871	MAPK_signaling_pathway:Signal_transduction
K04872	MAPK_signaling_pathway:Signal_transduction
K04873	MAPK_signaling_pathway:Signal_transduction
K04896	Gastric_acid_secretion:Digestive_system
K04897	Protein_digestion_and_absorption:Digestive_system
K04913	Gastric_acid_secretion:Digestive_system
K04916	Protein_digestion_and_absorption:Digestive_system
K04920	Gastric_acid_secretion:Digestive_system
K04926	Gastric_acid_secretion:Digestive_system|Pancreatic_secretion:Digestive_system|Protein_digestion_and_absorption:Digestive_system
K04936	Salivary_secretion:Digestive_system|Pancreatic_secretion:Digestive_system
K04943	Bile_secretion:Digestive_system
K04945	Salivary_secretion:Digestive_system|Protein_digestion_and_absorption:Digestive_system
K04958	Calcium_signaling_pathway:Signal_transduction|Phosphatidylinositol_signaling_system:Signal_transduction|Oocyte_meiosis:Cell_growth_and_death|Gap_junction:Cell_communication|Circadian_entrainment:Environmental_adaptation|Salivary_secretion:Digestive_system|Gastric_acid_secretion:Digestive_system|Pancreatic_secretion:Digestive_system
K04959	Calcium_signaling_pathway:Signal_transduction|Phosphatidylinositol_signaling_system:Signal_transduction|Oocyte_meiosis:Cell_growth_and_death|Gap_junction:Cell_communication|Salivary_secretion:Digestive_system|Gastric_acid_secretion:Digestive_system|Pancreatic_secretion:Digestive_system
K04960	Calcium_signaling_pathway:Signal_transduction|Phosphatidylinositol_signaling_system:Signal_transduction|Oocyte_meiosis:Cell_growth_and_death|Gap_junction:Cell_communication|Circadian_entrainment:Environmental_adaptation|Salivary_secretion:Digestive_system|Gastric_acid_secretion:Digestive_system|Pancreatic_secretion:Digestive_system
K04961	Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation
K04962	Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation|Pancreatic_secretion:Digestive_system
K04963	Calcium_signaling_pathway:Signal_transduction|Circadian_entrainment:Environmental_adaptation|Salivary_secretion:Digestive_system
K04964	Pancreatic_secretion:Digestive_system
K04975	Salivary_secretion:Digestive_system|Mineral_absorption:Digestive_system
K04992	Lysosome:Transport_and_catabolism
K04995	Gastric_acid_secretion:Digestive_system
K04996	Gastric_acid_secretion:Digestive_system
K04997	Circadian_entrainment:Environmental_adaptation
K04999	Circadian_entrainment:Environmental_adaptation
K05000	Circadian_entrainment:Environmental_adaptation
K05002	Circadian_entrainment:Environmental_adaptation
K05003	Gastric_acid_secretion:Digestive_system
K05006	Protein_digestion_and_absorption:Digestive_system
K05008	Gastric_acid_secretion:Digestive_system
K05009	Gastric_acid_secretion:Digestive_system
K05011	Mineral_absorption:Digestive_system
K05019	RNA_transport:Translation
K05027	Pancreatic_secretion:Digestive_system
K05028	Pancreatic_secretion:Digestive_system
K05030	Pancreatic_secretion:Digestive_system
K05032	ABC_transporters:Membrane_transport
K05033	ABC_transporters:Membrane_transport
K05043	Bile_secretion:Digestive_system
K05050	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Endocytosis:Transport_and_catabolism
K05051	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K05052	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K05053	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K05054	Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction
K05055	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|HIF-1_signaling_pathway:Signal_transduction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K05056	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05057	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K05058	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05059	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05060	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05061	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K05062	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Neuroactive_ligand-receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05063	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05064	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05065	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05066	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05067	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Jak-STAT_signaling_pathway:Signal_transduction
K05068	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Endocytosis:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
K05069	Cytokine-cytokine_receptor_interaction:Signaling_molecules_and_interaction|Endocytosis:Transport_and_catabolism|PI3K-Akt_signaling_pathway:Signal_transduction:Signal_transduction|Jak-STAT_signaling_pathway:Signal_transduction
